Entity,average_probability,bins
the' lights,98500000,Bin 4 (Highest)
a gun,95600000,Bin 4 (Highest)
Farrell,95400000,Bin 4 (Highest)
the lion,95400000,Bin 4 (Highest)
CIA,95200000,Bin 4 (Highest)
the Senate,94900000,Bin 4 (Highest)
motherhood,94200000,Bin 4 (Highest)
the judge,92900000,Bin 4 (Highest)
Deloitte,90500000,Bin 4 (Highest)
chlorine,90400000,Bin 4 (Highest)
Johannesburg,89100000,Bin 4 (Highest)
this knowledge,88800000,Bin 4 (Highest)
four months,88700000,Bin 4 (Highest)
Police officers,88600000,Bin 4 (Highest)
police officers,88600000,Bin 4 (Highest)
news articles,88200000,Bin 4 (Highest)
Creative Writing,87700000,Bin 4 (Highest)
Chrysler,87600000,Bin 4 (Highest)
the authorities,87400000,Bin 4 (Highest)
Emerson,87100000,Bin 4 (Highest)
foreigners,87100000,Bin 4 (Highest)
the seeds,86500000,Bin 4 (Highest)
the victims,84600000,Bin 4 (Highest)
"consensus ""status, a player",84300000,Bin 4 (Highest)
Bolton,83800000,Bin 4 (Highest)
Atkinson,82700000,Bin 4 (Highest)
"the sound of ""I Can See Clearly Now",82000000,Bin 4 (Highest)
Essen,79500000,Bin 4 (Highest)
her hand,79400000,Bin 4 (Highest)
Lander,78400000,Bin 4 (Highest)
my thoughts,76200000,Bin 4 (Highest)
Colombo,76100000,Bin 4 (Highest)
a club,74700000,Bin 4 (Highest)
U.S. support,72800000,Bin 4 (Highest)
out of town,72000000,Bin 4 (Highest)
the right spot,71900000,Bin 4 (Highest)
the City Council,71900000,Bin 4 (Highest)
The convention,70900000,Bin 4 (Highest)
the genus,70900000,Bin 4 (Highest)
western Europe,70700000,Bin 4 (Highest)
the mayor,70700000,Bin 4 (Highest)
My family and I,69800000,Bin 4 (Highest)
its website,69400000,Bin 4 (Highest)
"Vancouver, BC",68600000,Bin 4 (Highest)
electric power,68500000,Bin 4 (Highest)
Capri,68400000,Bin 4 (Highest)
the tradition,68400000,Bin 4 (Highest)
just five minutes,68200000,Bin 4 (Highest)
the first round,68000000,Bin 4 (Highest)
a benefit,66100000,Bin 4 (Highest)
many areas,65200000,Bin 4 (Highest)
the two of us,64300000,Bin 4 (Highest)
the Prime Minister,63800000,Bin 4 (Highest)
the prime minister,63800000,Bin 4 (Highest)
trumpet,63300000,Bin 4 (Highest)
its position,62400000,Bin 4 (Highest)
earlier this week,62200000,Bin 4 (Highest)
gainers,61900000,Bin 4 (Highest)
completion of the program,61300000,Bin 4 (Highest)
fools,61200000,Bin 4 (Highest)
The garage,60500000,Bin 4 (Highest)
Saab,58600000,Bin 4 (Highest)
Australian dollar,58300000,Bin 4 (Highest)
such data,57900000,Bin 4 (Highest)
Nell,57800000,Bin 4 (Highest)
the last two years,57500000,Bin 4 (Highest)
he and his wife,57300000,Bin 4 (Highest)
the emperor,56800000,Bin 4 (Highest)
Napoli,54900000,Bin 4 (Highest)
The debt,54200000,Bin 4 (Highest)
The islands,53900000,Bin 4 (Highest)
Fossils,53900000,Bin 4 (Highest)
Hayward,53800000,Bin 4 (Highest)
"University of California, Berkeley",53600000,Bin 4 (Highest)
the piano,53600000,Bin 4 (Highest)
Heavy Rain,53600000,Bin 4 (Highest)
its influence,53200000,Bin 4 (Highest)
the proceedings,52800000,Bin 4 (Highest)
saltwater,52400000,Bin 4 (Highest)
the Second World War,52000000,Bin 4 (Highest)
The split,51900000,Bin 4 (Highest)
midday,51700000,Bin 4 (Highest)
Pretoria,51400000,Bin 4 (Highest)
a police officer,50700000,Bin 4 (Highest)
our behalf,50600000,Bin 4 (Highest)
The tragedy,50300000,Bin 4 (Highest)
Empress,50100000,Bin 4 (Highest)
a blanket,49700000,Bin 4 (Highest)
The concern,49100000,Bin 4 (Highest)
some of the responses,48800000,Bin 4 (Highest)
secrecy,47900000,Bin 4 (Highest)
USPS,47500000,Bin 4 (Highest)
All the players,46900000,Bin 4 (Highest)
the lobby,46800000,Bin 4 (Highest)
Fink,46700000,Bin 4 (Highest)
department stores,46500000,Bin 4 (Highest)
Barrow,46400000,Bin 4 (Highest)
the legislature,46400000,Bin 4 (Highest)
more sense,45900000,Bin 4 (Highest)
my words,45800000,Bin 4 (Highest)
the cup,45700000,Bin 4 (Highest)
The row,45700000,Bin 4 (Highest)
New York Yankees,45500000,Bin 4 (Highest)
nearby cities,45000000,Bin 4 (Highest)
a year and a half,44900000,Bin 4 (Highest)
great interest,44400000,Bin 4 (Highest)
Barney,44200000,Bin 4 (Highest)
junior high,43900000,Bin 4 (Highest)
Hanoi,43900000,Bin 4 (Highest)
the surgeon,43600000,Bin 4 (Highest)
the note,43500000,Bin 4 (Highest)
The dollar,43500000,Bin 4 (Highest)
The Alliance,43400000,Bin 4 (Highest)
Neville,43100000,Bin 4 (Highest)
the stadium,42500000,Bin 4 (Highest)
his business,41900000,Bin 4 (Highest)
Babylon,41800000,Bin 4 (Highest)
My teacher,41400000,Bin 4 (Highest)
a man and woman,41000000,Bin 4 (Highest)
the nineteenth century,40700000,Bin 4 (Highest)
ESR,40600000,Bin 4 (Highest)
Aetna,40200000,Bin 4 (Highest)
Yugoslavia,38700000,Bin 4 (Highest)
new jobs,38500000,Bin 4 (Highest)
a scientist,38500000,Bin 4 (Highest)
Roman Empire,38300000,Bin 4 (Highest)
hallucinations,38000000,Bin 4 (Highest)
Tuscany,37700000,Bin 4 (Highest)
a blow,37300000,Bin 4 (Highest)
An operation,37100000,Bin 4 (Highest)
quite some time,36800000,Bin 4 (Highest)
that group,36600000,Bin 4 (Highest)
a lot of individuals,36600000,Bin 4 (Highest)
Faber,36500000,Bin 4 (Highest)
a press conference,36400000,Bin 4 (Highest)
uranium,35900000,Bin 4 (Highest)
his country,35500000,Bin 4 (Highest)
the performances,35200000,Bin 4 (Highest)
randomness,35200000,Bin 4 (Highest)
the first book,35200000,Bin 4 (Highest)
a punch,34400000,Bin 4 (Highest)
businessmen,34300000,Bin 4 (Highest)
the second round,34200000,Bin 4 (Highest)
five of them,33700000,Bin 4 (Highest)
The next stage,33400000,Bin 4 (Highest)
The two countries,33200000,Bin 4 (Highest)
Catholics,33100000,Bin 4 (Highest)
The drink,33000000,Bin 4 (Highest)
Bishops,32900000,Bin 4 (Highest)
McCall,32500000,Bin 4 (Highest)
bad weather,32200000,Bin 4 (Highest)
HTC,32200000,Bin 4 (Highest)
The vaccine,32000000,Bin 4 (Highest)
paranoia,31800000,Bin 4 (Highest)
all these issues,31600000,Bin 4 (Highest)
life in prison,31200000,Bin 4 (Highest)
The explosion,31000000,Bin 4 (Highest)
equal access,30800000,Bin 4 (Highest)
three men,30800000,Bin 4 (Highest)
a free agent,30400000,Bin 4 (Highest)
this incident,30100000,Bin 4 (Highest)
Aquino,30000000,Bin 4 (Highest)
suspicions,29700000,Bin 4 (Highest)
Worcestershire,29400000,Bin 4 (Highest)
the flames,29300000,Bin 4 (Highest)
CBN,29300000,Bin 4 (Highest)
"Ben ""Davies",29300000,Bin 4 (Highest)
British Airways,28900000,Bin 4 (Highest)
Gloucestershire,28800000,Bin 4 (Highest)
the stores,28600000,Bin 4 (Highest)
Kanji,28500000,Bin 4 (Highest)
its target,28400000,Bin 4 (Highest)
his retirement,28400000,Bin 4 (Highest)
number two,27900000,Bin 4 (Highest)
the draw,27700000,Bin 3
a whole new level,27700000,Bin 3
other approaches,27600000,Bin 3
the petition,27600000,Bin 3
the achievements,27400000,Bin 3
the second quarter,27400000,Bin 3
"Copenhagen, Denmark",27300000,Bin 3
their plans,27300000,Bin 3
Dr. Seuss,27100000,Bin 3
Ancient Egypt,26800000,Bin 3
new techniques,26400000,Bin 3
the pope,26200000,Bin 3
the finals,26100000,Bin 3
Steve Jobs,26000000,Bin 3
his clients,26000000,Bin 3
the University of Maryland,26000000,Bin 3
Thatcher,26000000,Bin 3
Ethel,25500000,Bin 3
Anatolia,25400000,Bin 3
Catholicism,25200000,Bin 3
my experiences,25200000,Bin 3
A couple months,25100000,Bin 3
any attempt,24800000,Bin 3
The situations,24700000,Bin 3
amnesty,24600000,Bin 3
world leaders,24500000,Bin 3
This meeting,24400000,Bin 3
Huddersfield,24400000,Bin 3
the golf course,24300000,Bin 3
Southport,24300000,Bin 3
his crew,24200000,Bin 3
Novak Djokovic,24200000,Bin 3
the cartoon,24200000,Bin 3
Fermi,24000000,Bin 3
my foot,23900000,Bin 3
the reporter,23800000,Bin 3
Johnson & Johnson,23700000,Bin 3
a halt,23600000,Bin 3
Morgan Stanley,23500000,Bin 3
FINA,23500000,Bin 3
Individualism,23200000,Bin 3
more business,23200000,Bin 3
Czechoslovakia,23200000,Bin 3
the climax,23100000,Bin 3
situation in Europe,23100000,Bin 3
the Nazis,23000000,Bin 3
young men and women,23000000,Bin 3
Rennes,22900000,Bin 3
Oklahoma State,22900000,Bin 3
those products,22800000,Bin 3
the western world,22800000,Bin 3
All of their friends,22800000,Bin 3
UBS,22600000,Bin 3
the trophy,22600000,Bin 3
new areas,22000000,Bin 3
Dissonance,22000000,Bin 3
security forces,21900000,Bin 3
the rainy season,21800000,Bin 3
the packages,21700000,Bin 3
Archibald,21700000,Bin 3
Best Player,21700000,Bin 3
his first year,21600000,Bin 3
Time magazine,21200000,Bin 3
TIME magazine,21200000,Bin 3
new details,21100000,Bin 3
the bishop,20700000,Bin 3
any threat,20600000,Bin 3
the social and economic development,20500000,Bin 3
the end of this weekend,20400000,Bin 3
the complaints,20400000,Bin 3
ambiguities,20300000,Bin 3
Winston Churchill,20300000,Bin 3
the top spot,20300000,Bin 3
the torch,20100000,Bin 3
Aden,20100000,Bin 3
the votes,20000000,Bin 3
The iPad,19900000,Bin 3
part of our nation,19900000,Bin 3
Adkins,19800000,Bin 3
the Greens,19700000,Bin 3
Human mind,19700000,Bin 3
his lips,19600000,Bin 3
Harbin,19400000,Bin 3
Court records,19400000,Bin 3
three games,19300000,Bin 3
their games,19300000,Bin 3
the development of breast cancer,19200000,Bin 3
Bohemia,19200000,Bin 3
The main event,19200000,Bin 3
The soldier,19100000,Bin 3
"St. Louis, Missouri",18900000,Bin 3
all citizens,18800000,Bin 3
India and other countries,18700000,Bin 3
half a world,18600000,Bin 3
a great deal of money,18600000,Bin 3
the entire country,18500000,Bin 3
Axa,18400000,Bin 3
her colleagues,18300000,Bin 3
U.S. stocks,18300000,Bin 3
The Jazz,18200000,Bin 3
The Protocols,18200000,Bin 3
Benjamin Netanyahu,18000000,Bin 3
the insulation,18000000,Bin 3
the poll,17900000,Bin 3
a unique approach,17800000,Bin 3
The state park,17800000,Bin 3
a big step,17800000,Bin 3
their ancestors,17700000,Bin 3
business data,17600000,Bin 3
Gunter,17600000,Bin 3
your sense,17500000,Bin 3
Wal-Mart,17400000,Bin 3
one sentence,17400000,Bin 3
a discipline,17300000,Bin 3
development in Asia,17300000,Bin 3
High winds,17000000,Bin 3
electron density,17000000,Bin 3
Laramie,17000000,Bin 3
U.S. investors,16800000,Bin 3
critical acclaim,16600000,Bin 3
their base,16400000,Bin 3
childhood friends,16400000,Bin 3
That figure,16400000,Bin 3
his property,16400000,Bin 3
his passing,16300000,Bin 3
impunity,16300000,Bin 3
the borough,16200000,Bin 3
the UEFA,16100000,Bin 3
Shaanxi,16100000,Bin 3
his employer,15700000,Bin 3
their opponents,15700000,Bin 3
these rates,15600000,Bin 3
"Lyon, France",15600000,Bin 3
One hundred years,15500000,Bin 3
The insurance coverage,15000000,Bin 3
his release,14900000,Bin 3
His release,14900000,Bin 3
DirecTV,14800000,Bin 3
the negotiations,14700000,Bin 3
The rally,14700000,Bin 3
relegation,14700000,Bin 3
The purpose of the conference,14600000,Bin 3
late September,14600000,Bin 3
The U.S. Senate,14500000,Bin 3
a ferry,14400000,Bin 3
Cosby,14400000,Bin 3
their options,14400000,Bin 3
the mosque,14400000,Bin 3
the protest,14300000,Bin 3
its author,14300000,Bin 3
your expenses,14100000,Bin 3
information and convenience,14100000,Bin 3
a revival,14100000,Bin 3
part of efforts,14000000,Bin 3
"the children's musical ""Aladdin",14000000,Bin 3
a ruling,13900000,Bin 3
Ayub,13900000,Bin 3
the past two weeks,13900000,Bin 3
Scotch Whisky,13900000,Bin 3
its headquarters,13800000,Bin 3
these shows,13800000,Bin 3
Rucker,13700000,Bin 3
neighboring countries,13700000,Bin 3
a new phase,13500000,Bin 3
Lewiston,13500000,Bin 3
his condition,13400000,Bin 3
Antwerpen,13400000,Bin 3
County Durham,13100000,Bin 3
the City Government,13100000,Bin 3
The spacecraft,13000000,Bin 3
Barak,13000000,Bin 3
Aerosmith,12900000,Bin 3
a jam,12800000,Bin 3
France and Germany,12800000,Bin 3
a small island,12600000,Bin 3
the Consortium,12600000,Bin 3
The builders,12500000,Bin 3
the protests,12500000,Bin 3
ad rates,12500000,Bin 3
a Palestinian,12500000,Bin 3
clades,12400000,Bin 3
The larvae,12200000,Bin 3
written test,12200000,Bin 3
a Jew,12100000,Bin 3
DreamWorks Animation,12100000,Bin 3
Binaural,12100000,Bin 3
lack of cooperation,12100000,Bin 3
The screenplay,12000000,Bin 3
Big Show,12000000,Bin 3
Montreal Canadiens,12000000,Bin 3
Sarah Michelle Gellar,11800000,Bin 3
The Devils,11600000,Bin 3
three times as much,11500000,Bin 3
the poverty line,11500000,Bin 3
blood volume,11400000,Bin 3
the litigation,11300000,Bin 3
The Crucible,11300000,Bin 3
the suspects,11300000,Bin 3
pole position,11100000,Bin 3
center and power,11100000,Bin 3
the wreckage,11100000,Bin 3
"a ""lost decade ""like one",11000000,Bin 3
commodity prices,11000000,Bin 3
the Rocky Mountains,11000000,Bin 3
the Antarctic,10900000,Bin 3
the recession,10900000,Bin 3
a treaty,10900000,Bin 3
a matter of weeks,10800000,Bin 3
every one of these companies,10800000,Bin 3
official data,10800000,Bin 3
Three players,10800000,Bin 3
recent days,10800000,Bin 3
consequences for the company,10800000,Bin 3
a typical example,10800000,Bin 3
D'Amour,10700000,Bin 3
"a new black alternate with a Pirates' ""P",10700000,Bin 3
much of that period,10600000,Bin 3
"Buffalo, New York",10600000,Bin 3
Pakistanis,10600000,Bin 3
fourth place,10600000,Bin 3
Ghia,10500000,Bin 3
development and peace,10500000,Bin 3
Popescu,10500000,Bin 3
similar performance,10400000,Bin 3
Multinationals,10400000,Bin 3
My players,10400000,Bin 3
Ashfield,10300000,Bin 3
my whole family,10300000,Bin 3
the dismissal,10300000,Bin 3
the global financial crisis,10200000,Bin 3
No statistics,10200000,Bin 3
Saint George,10200000,Bin 3
the end of the runway,10100000,Bin 3
the past three decades,10100000,Bin 3
Jason Momoa,10100000,Bin 3
world domination,9950000,Bin 3
the FA Cup,9910000,Bin 3
an ant,9890000,Bin 3
a ballot,9810000,Bin 3
family entertainment,9790000,Bin 3
"the ""Super Casino ""license",9720000,Bin 3
Common examples,9710000,Bin 3
advocacy groups,9690000,Bin 3
a flight attendant,9610000,Bin 3
the mall-and,9450000,Bin 3
Richard Nixon,9440000,Bin 3
This tournament,9350000,Bin 3
no deal,9320000,Bin 3
three goals,9300000,Bin 3
These acts,9190000,Bin 3
the right decisions,9140000,Bin 3
Aftershock,9110000,Bin 3
what cost,9110000,Bin 3
the bombing,9080000,Bin 3
This member,9030000,Bin 3
Four days later,9030000,Bin 3
federal programs,9020000,Bin 3
good relations,8940000,Bin 3
Students Association,8920000,Bin 3
their owner,8910000,Bin 3
Hoke,8780000,Bin 3
Grenfell,8770000,Bin 3
The Conservatives,8720000,Bin 3
one term,8710000,Bin 3
tramadol,8690000,Bin 3
a pact,8590000,Bin 3
the majors,8520000,Bin 3
the month of December,8450000,Bin 3
Web users,8440000,Bin 3
the ministers,8440000,Bin 3
his second wife,8360000,Bin 3
A prosecutor,8310000,Bin 3
political rights,8220000,Bin 3
its failure,8140000,Bin 3
other machines,8130000,Bin 3
her employer,8100000,Bin 3
no further details,8010000,Bin 3
the next two days,7900000,Bin 3
an opportunity for business,7830000,Bin 3
this memory,7720000,Bin 3
two shots,7450000,Bin 3
the birth of Jesus,7440000,Bin 3
the Scottish Government,7430000,Bin 3
Mendelssohn,7410000,Bin 3
additional funds,7290000,Bin 3
Such features,7250000,Bin 3
the House of Lords,7200000,Bin 3
the sight of God,7130000,Bin 3
The state attorney,6930000,Bin 3
Atlantic salmon,6890000,Bin 3
his testimony,6870000,Bin 3
the trailers,6840000,Bin 3
Lucille Ball,6840000,Bin 3
more important factors,6700000,Bin 3
time for New Year,6550000,Bin 3
cyclohexane,6490000,Bin 3
U.S. officials,6460000,Bin 3
Cosworth,6450000,Bin 3
the asteroid,6400000,Bin 3
Share prices,6320000,Bin 3
India The history of India,6290000,Bin 3
the hot weather,6280000,Bin 3
Clopidogrel,6060000,Bin 3
economic reforms,6060000,Bin 3
People in Taiwan,6050000,Bin 3
his claims,6030000,Bin 3
"the Crib ""is the second single by American",5950000,Bin 3
his responsibilities,5910000,Bin 3
law enforcement authorities,5910000,Bin 3
court on Tuesday,5900000,Bin 3
An Itinerary,5900000,Bin 3
her campaign,5900000,Bin 3
not life,5890000,Bin 3
double digits,5890000,Bin 3
Farwell,5840000,Bin 3
Lynyrd Skynyrd,5810000,Bin 3
Besson,5800000,Bin 3
mountainous areas,5780000,Bin 3
Truk,5720000,Bin 3
a silver medal,5670000,Bin 3
Online Reputation,5620000,Bin 3
Rann,5560000,Bin 3
direct entry,5550000,Bin 3
the Seychelles,5550000,Bin 3
his bank,5500000,Bin 3
Sandy Hook,5470000,Bin 3
the spill,5460000,Bin 3
the Panama Canal,5460000,Bin 3
the disclosures,5450000,Bin 3
future issues,5440000,Bin 3
"Anchorage, Alaska",5370000,Bin 3
the current government,5360000,Bin 3
such companies,5340000,Bin 3
the Cleveland Browns,5330000,Bin 3
bilateral trade,5280000,Bin 3
Palestinian Authority,5280000,Bin 3
some concern,5250000,Bin 3
work safety,5230000,Bin 3
shoplifters,5220000,Bin 3
The unions,5160000,Bin 3
the Chicago Bulls,5150000,Bin 3
a vibrant city,5060000,Bin 3
the Southeastern United States,5030000,Bin 3
his hip,5020000,Bin 3
Orlov,5020000,Bin 3
real events,5010000,Bin 3
His teammate,4950000,Bin 3
the bronze medal,4950000,Bin 3
Aqeel,4950000,Bin 3
"Port of Spain, Trinidad",4920000,Bin 3
Confucianism,4910000,Bin 3
our classrooms,4900000,Bin 3
opinion polls,4880000,Bin 3
S.L . Benfica,4850000,Bin 3
Millonarios,4840000,Bin 3
baby gates,4810000,Bin 3
Super Lig,4780000,Bin 3
Louis-Dreyfus,4780000,Bin 3
the other candidates,4760000,Bin 3
the Swiss Alps,4760000,Bin 3
Florida law,4750000,Bin 3
dedication and perseverance,4740000,Bin 3
Mosul,4740000,Bin 3
funds for development,4710000,Bin 3
The automaker,4690000,Bin 3
Al Gore,4650000,Bin 3
country people,4630000,Bin 3
modern India,4620000,Bin 3
the former Prime Minister,4620000,Bin 3
his war,4610000,Bin 3
Chekhov,4590000,Bin 3
the second night,4550000,Bin 3
the beginning of this episode,4490000,Bin 3
The foundation stone,4480000,Bin 3
swine flu,4480000,Bin 3
Both platforms,4480000,Bin 3
golf gear,4440000,Bin 3
Kidder,4440000,Bin 3
the International Olympic Committee,4420000,Bin 3
his permission,4410000,Bin 3
King Crimson,4380000,Bin 3
stock-market volatility,4380000,Bin 3
the very near future,4370000,Bin 3
Australian football,4340000,Bin 3
the big leagues,4310000,Bin 3
two more times,4310000,Bin 3
the Queen of England,4300000,Bin 3
Beckie,4290000,Bin 3
U.S. attorneys,4270000,Bin 3
Coogee,4250000,Bin 3
Wheat Ridge,4250000,Bin 3
work release,4230000,Bin 3
some banks,4210000,Bin 3
the reasons for this difference,4190000,Bin 3
a new agreement,4180000,Bin 3
Cherokee County,4070000,Bin 3
The battalion,4030000,Bin 3
Alang,4020000,Bin 3
Toulouse FC,3970000,Bin 3
at least three weeks,3910000,Bin 3
rare plants,3880000,Bin 3
The Clippers,3870000,Bin 3
members of his party,3860000,Bin 3
no suggestion,3860000,Bin 3
its professional,3790000,Bin 3
new office space,3780000,Bin 3
FBI agents,3720000,Bin 3
the Test series,3710000,Bin 3
the grandchildren,3680000,Bin 3
short track,3670000,Bin 3
investor sentiment,3620000,Bin 3
two records,3600000,Bin 3
royalist,3480000,Bin 3
Sammons,3470000,Bin 3
This Old House,3450000,Bin 3
hashish,3420000,Bin 3
our national security,3420000,Bin 3
federal politics,3400000,Bin 3
THE ROCK AND ROLL HALL OF FAME,3350000,Bin 3
the accord,3350000,Bin 3
a nuclear bomb,3330000,Bin 3
Munster Rugby,3320000,Bin 3
The new administration,3280000,Bin 3
"Winnipeg, Manitoba, Canada",3270000,Bin 3
Ireland and Northern Ireland,3250000,Bin 3
abusive behavior,3210000,Bin 3
his music career,3210000,Bin 3
United States Coast Guard,3190000,Bin 3
Everything Must Go,3180000,Bin 3
the United States Senate,3170000,Bin 3
Rosenborg BK,3130000,Bin 3
the lower house,3130000,Bin 3
the judicial process,3100000,Bin 3
Milosevic,3100000,Bin 3
his wife of two years,3090000,Bin 3
break points,3060000,Bin 3
Olympic National Park,3040000,Bin 3
marchers,3040000,Bin 3
The Arts Centre,2970000,Bin 3
England and Germany,2970000,Bin 3
a date for it,2940000,Bin 3
President Clinton,2910000,Bin 3
construction firms,2870000,Bin 3
his superiors,2860000,Bin 3
All three men,2820000,Bin 3
The cause of the collapse,2810000,Bin 3
his answers,2770000,Bin 3
another theory,2770000,Bin 3
the shafts,2750000,Bin 3
Many boys,2730000,Bin 3
The explosions,2700000,Bin 3
four schools,2690000,Bin 3
canon law,2680000,Bin 3
Garden planters,2610000,Bin 3
their licenses,2600000,Bin 3
its lowest level,2560000,Bin 3
Marcille,2550000,Bin 3
The reservoirs,2550000,Bin 3
the site of the station,2550000,Bin 3
the site of a hospital,2540000,Bin 3
a state visit,2510000,Bin 3
Ashley Judd,2500000,Bin 3
Administration officials,2470000,Bin 3
His pupils,2450000,Bin 3
This kind of opinion,2430000,Bin 3
mainframes,2400000,Bin 3
some responsibility,2390000,Bin 3
a telephone interview,2370000,Bin 3
political purposes,2320000,Bin 3
Yale Law School,2320000,Bin 3
a peace treaty,2270000,Bin 3
the sill,2270000,Bin 3
The central issue,2260000,Bin 3
the North Koreans,2260000,Bin 3
the phone lines,2250000,Bin 3
Suzanne Collins,2210000,Bin 3
bankruptcy protection,2200000,Bin 3
several European countries,2160000,Bin 3
regional leaders,2150000,Bin 3
the Presidency of the United States,2130000,Bin 3
Friday prayers,2110000,Bin 3
December of this year,2070000,Bin 3
his long career,2040000,Bin 3
her first episode,2030000,Bin 3
Vassar College,2020000,Bin 3
difficult choices,2010000,Bin 3
Diocletian,2000000,Bin 3
class the next day,1960000,Bin 3
the above picture,1940000,Bin 3
The Barbican,1940000,Bin 3
John Keats,1900000,Bin 3
one full year,1890000,Bin 3
Many analysts,1890000,Bin 3
the Italian government,1850000,Bin 3
The best of the crop,1820000,Bin 3
Romanelli,1810000,Bin 3
the Irish government,1810000,Bin 3
the character designs,1790000,Bin 3
New York on Monday,1770000,Bin 3
Anniversary events,1760000,Bin 3
the ongoing investigation,1760000,Bin 3
"Linz, Austria",1720000,Bin 3
the negotiating table,1710000,Bin 3
His photography,1680000,Bin 3
basketball and baseball,1640000,Bin 3
the Emirates Stadium,1630000,Bin 3
much-needed support,1630000,Bin 3
chlorine gas,1620000,Bin 3
the balance of interests,1610000,Bin 3
the fifth grade,1570000,Bin 3
scythes,1530000,Bin 3
the end of next month,1530000,Bin 3
an opportunity for investors,1520000,Bin 3
Japanese media,1520000,Bin 3
Great Britain and France,1510000,Bin 3
Stargate SG-1,1500000,Bin 3
the masala,1470000,Bin 3
a few shows,1470000,Bin 3
the American Revolutionary War,1470000,Bin 3
Norman Conquest,1450000,Bin 3
his confession,1450000,Bin 3
classical physics,1420000,Bin 3
royalty payments,1380000,Bin 3
peacekeeping operations,1350000,Bin 3
Kelly Preston,1340000,Bin 3
Police detectives,1340000,Bin 3
the other cats,1330000,Bin 3
an A section,1310000,Bin 3
a remarkable experience,1290000,Bin 3
Jools Holland',1290000,Bin 3
about five months,1290000,Bin 3
the Sundance Film Festival,1280000,Bin 3
Bam Margera,1280000,Bin 3
several visits,1260000,Bin 3
Eusebius,1260000,Bin 3
late Monday night,1260000,Bin 3
Galeon,1250000,Bin 3
a visit to China,1240000,Bin 3
the Democratic convention,1240000,Bin 3
Cartan,1230000,Bin 3
an inducement,1220000,Bin 3
ABC Family,1220000,Bin 3
the Amiga,1200000,Bin 3
Modern artists,1190000,Bin 3
nerve tissue,1190000,Bin 3
personal friends,1180000,Bin 3
his bags,1170000,Bin 3
Arthurian Legend,1160000,Bin 3
Li Yan,1150000,Bin 3
the cannons,1140000,Bin 3
the New York Times and the Washington Post,1140000,Bin 3
three points from the,1130000,Bin 3
El Mariachi,1130000,Bin 3
His most famous work,1120000,Bin 3
The DMC,1110000,Bin 3
further control,1110000,Bin 3
adoring fans,1100000,Bin 3
Mo'Nique,1100000,Bin 3
the gunfire,1090000,Bin 3
American Gangster,1080000,Bin 3
Ahmadinejad,1080000,Bin 3
The Big Board,1080000,Bin 3
the Clinton administration,1070000,Bin 3
its announcement,1060000,Bin 3
its net income,1060000,Bin 3
the Detroit Red Wings,1060000,Bin 3
NHL history,1050000,Bin 3
Physical attractiveness,1050000,Bin 3
the Wikipedia page,1050000,Bin 3
the host city,1030000,Bin 3
borough president,1020000,Bin 3
the first election,1010000,Bin 3
data and cost estimates,1010000,Bin 3
seven matches,994000,Bin 3
"Sinaloa, Mexico",985000,Bin 3
only a few areas,965000,Bin 3
Mr. Allen,955000,Bin 3
the Black Sea coast,954000,Bin 3
The parliament of the republic,948000,Bin 3
a control freak,945000,Bin 3
ruler of Egypt,936000,Bin 3
an assessor,930000,Bin 3
film soundtracks,909000,Bin 3
the underwriter,907000,Bin 3
Many enterprises,899000,Bin 3
economic aid,896000,Bin 3
Inside Politics,884000,Bin 3
Complutense University,875000,Bin 3
Kohler Co.,871000,Bin 3
MMRDA,865000,Bin 3
the New York Central,862000,Bin 3
Such money,861000,Bin 3
December of the same year,854000,Bin 3
the Khmer Rouge,849000,Bin 3
Tanzim,847000,Bin 3
Greater Poland,842000,Bin 3
the Nittany Lions,839000,Bin 3
Wieck,833000,Bin 3
princely states,824000,Bin 3
the sheik,813000,Bin 3
a broad network,806000,Bin 3
A conversion rate,804000,Bin 3
queen bees,803000,Bin 3
field of the shield,798000,Bin 3
Anapa,792000,Bin 3
plenty of references,791000,Bin 3
The Iraqi government,785000,Bin 3
County Kilkenny,785000,Bin 3
public anger,771000,Bin 3
the dental laboratory,763000,Bin 3
The UN resolution,761000,Bin 3
studios in Manhattan,755000,Bin 3
David Jenkins,742000,Bin 3
its economic policy,739000,Bin 3
Entrena,737000,Bin 3
reporters on Thursday,732000,Bin 3
the great majority of cases,721000,Bin 3
our vessels,720000,Bin 3
Most small businesses,719000,Bin 3
the Afghan people,711000,Bin 3
Excello,696000,Bin 3
Lake Toba,687000,Bin 3
Newsround,683000,Bin 3
any cuts,679000,Bin 3
the first nine months of the year,675000,Bin 3
neither man,635000,Bin 3
the dissolution of the Soviet Union,624000,Bin 3
thirty one years,621000,Bin 3
Julia Gillard,618000,Bin 3
North Channel,603000,Bin 3
addition to South Carolina,599000,Bin 3
Malcolm McDowell,597000,Bin 3
the personal income tax,596000,Bin 3
multiple cultures,591000,Bin 3
its plants,590000,Bin 3
The level of disorder,585000,Bin 3
preliminary stages,583000,Bin 3
US scientists,582000,Bin 3
The rattlesnake,579000,Bin 3
Espacenet,573000,Bin 3
"an ""abuse of protectionism",572000,Bin 3
excellent growth,570000,Bin 3
our cricket,566000,Bin 3
the Royal Engineers,558000,Bin 3
The Polish government,549000,Bin 3
The lorem ipsum,548000,Bin 3
American historian,546000,Bin 3
the induction ceremony,546000,Bin 3
